Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,4512.200195,4549.229980,3450.290039,3841.959961,3841.959961,214258000
2008-02-01,3841.989990,4067.050049,3715.280029,3871.510010,3871.510010,159834200
2008-03-01,3871.469971,3871.469971,3517.229980,3765.909912,3765.909912,160582000
2008-04-01,3767.689941,4269.729980,3767.689941,4264.790039,4264.790039,130679000
2008-05-01,4265.600098,4539.930176,4261.229980,4394.709961,4394.709961,134306400
2008-06-01,4394.669922,4411.250000,3864.500000,3943.149902,3943.149902,131682000
2008-07-01,3943.580078,3944.709961,3297.469971,3659.739990,3659.739990,202933000
2008-08-01,3660.189941,3729.219971,3414.989990,3613.320068,3613.320068,135798800
2008-09-01,3612.770020,3612.770020,2615.729980,2767.760010,2767.760010,223288400
2008-10-01,2767.879883,2874.580078,1675.890015,1997.900024,1997.900024,251741800
2008-11-01,1997.910034,2235.040039,1492.829956,1801.099976,1801.099976,130092000
2008-12-01,1801.300049,1805.089966,1632.949951,1750.829956,1750.829956,106472200
2009-01-01,1752.540039,1899.380005,1536.040039,1736.229980,1736.229980,128689600
2009-02-01,1736.430054,1764.569946,1402.719971,1481.670044,1481.670044,150116000
2009-03-01,1481.890015,1731.449951,1379.859985,1696.619995,1696.619995,196457200
2009-04-01,1696.890015,1917.849976,1659.739990,1863.010010,1863.010010,152344400
2009-05-01,1863.160034,2127.709961,1863.160034,2105.389893,2105.389893,158833200
2009-06-01,2105.439941,2220.959961,1941.489990,2098.649902,2098.649902,133040200
2009-07-01,2098.649902,2278.580078,1941.640015,2250.189941,2250.189941,119987200
2009-08-01,2250.189941,2560.760010,2245.000000,2503.979980,2503.979980,131194000
2009-09-01,2503.979980,2650.050049,2359.810059,2637.280029,2637.280029,129349400
2009-10-01,2637.040039,2775.050049,2374.479980,2483.889893,2483.889893,134853600
2009-11-01,2483.439941,2667.459961,2438.709961,2460.429932,2460.429932,125778200
2009-12-01,2460.770020,2586.639893,2432.610107,2495.560059,2495.560059,97315400
2010-01-01,2495.280029,2713.699951,2473.260010,2493.530029,2493.530029,113692200
2010-02-01,2493.709961,2588.459961,2363.489990,2438.949951,2438.949951,108497600
2010-03-01,2439.340088,2659.850098,2409.540039,2634.000000,2634.000000,131560400
2010-04-01,2634.360107,2801.399902,2575.750000,2650.320068,2650.320068,108771400
2010-05-01,2650.459961,2675.159912,2279.330078,2422.629883,2422.629883,136994200
2010-06-01,2422.629883,2469.919922,2195.280029,2278.800049,2278.800049,116549000
2010-07-01,2278.729980,2533.850098,2223.629883,2483.860107,2483.860107,101624200
2010-08-01,2483.790039,2564.040039,2366.209961,2402.020020,2402.020020,81870400
2010-09-01,2401.600098,2561.870117,2401.600098,2541.629883,2541.629883,80122400
2010-10-01,2541.629883,2726.639893,2540.610107,2668.070068,2668.070068,87498200
2010-11-01,2668.070068,2754.340088,2595.709961,2607.500000,2607.500000,97282600
2010-12-01,2607.500000,2952.080078,2607.260010,2904.469971,2904.469971,123234400
2011-01-01,2904.469971,2974.840088,2827.040039,2885.760010,2885.760010,88990000
2011-02-01,2885.760010,3012.780029,2838.580078,2895.820068,2895.820068,80700800
2011-03-01,2895.820068,2932.860107,2648.300049,2882.179932,2882.179932,146267200
2011-04-01,2882.179932,2929.739990,2773.580078,2846.050049,2846.050049,117079600
2011-05-01,2846.050049,2873.389893,2689.699951,2787.379883,2787.379883,124243600
2011-06-01,2787.500000,2788.729980,2616.939941,2766.729980,2766.729980,150274800
2011-07-01,2766.800049,2814.399902,2574.629883,2611.320068,2611.320068,130299600
2011-08-01,2611.689941,2659.219971,1980.869995,2280.090088,2280.090088,251911200
2011-09-01,2278.639893,2288.050049,1770.839966,1947.849976,1947.849976,182080600
2011-10-01,1944.030029,2111.370117,1789.640015,1983.750000,1983.750000,153220200
2011-11-01,1983.560059,2008.430054,1637.890015,1846.910034,1846.910034,156156400
2011-12-01,1847.040039,1907.550049,1751.469971,1891.680054,1891.680054,133055000
2012-01-01,1941.680054,2152.360107,1848.020020,2076.489990,2076.489990,134273400
2012-02-01,2074.419922,2266.689941,2072.290039,2196.080078,2196.080078,128886800
2012-03-01,2194.979980,2249.229980,2102.820068,2159.060059,2159.060059,130416200
2012-04-01,2159.449951,2175.780029,2009.319946,2118.939941,2118.939941,100855400
2012-05-01,2119.709961,2140.699951,1860.800049,1897.040039,1897.040039,124320600
2012-06-01,1897.229980,1978.010010,1839.859985,1975.349976,1975.349976,102018200
2012-07-01,1975.550049,2027.550049,1880.290039,2014.800049,2014.800049,90143000
2012-08-01,2014.800049,2118.659912,1945.160034,2016.550049,2016.550049,88112400
2012-09-01,2016.160034,2210.110107,2008.310059,2089.739990,2089.739990,121918800
2012-10-01,2089.750000,2233.260010,2086.409912,2184.159912,2184.159912,105135600
2012-11-01,2184.479980,2311.189941,2151.489990,2301.989990,2301.989990,104823000
2012-12-01,2302.030029,2437.090088,2290.060059,2401.209961,2401.209961,109624400
2013-01-01,2402.219971,2501.159912,2402.219971,2446.040039,2446.040039,111014600
2013-02-01,2446.149902,2471.860107,2367.810059,2466.600098,2466.600098,91045200
2013-03-01,2467.270020,2550.360107,2340.360107,2352.010010,2352.010010,122498400
2013-04-01,2352.899902,2470.300049,2317.149902,2414.250000,2414.250000,96954200
2013-05-01,2411.500000,2522.540039,2338.159912,2416.689941,2416.689941,94493400
2013-06-01,2416.129883,2428.070068,2170.860107,2223.979980,2223.979980,105644400
2013-07-01,2224.110107,2355.560059,2197.439941,2337.739990,2337.739990,96811000
2013-08-01,2337.830078,2537.110107,2336.929932,2428.929932,2428.929932,93631900
2013-09-01,2431.979980,2549.110107,2431.979980,2528.449951,2528.449951,113747200
2013-10-01,2528.699951,2618.929932,2452.290039,2602.919922,2602.919922,108463300
2013-11-01,2602.709961,2676.800049,2594.830078,2645.669922,2645.669922,99139000
2013-12-01,2646.739990,2646.739990,2442.120117,2546.540039,2546.540039,87644800
2014-01-01,2548.739990,2730.449951,2527.610107,2559.739990,2559.739990,138992500
2014-02-01,2561.860107,2692.169922,2505.679932,2587.860107,2587.860107,118287100
2014-03-01,2587.489990,2587.489990,2370.969971,2523.820068,2523.820068,138313000
2014-04-01,2524.030029,2585.030029,2434.600098,2525.219971,2525.219971,111421900
2014-05-01,2526.060059,2529.649902,2377.929932,2529.330078,2529.330078,115378600
2014-06-01,2530.379883,2586.649902,2480.800049,2500.850098,2500.850098,100296500
2014-07-01,2502.750000,2539.179932,2299.100098,2310.439941,2310.439941,126109400
2014-08-01,2310.439941,2349.500000,2208.040039,2301.520020,2301.520020,113481800
2014-09-01,2301.699951,2363.850098,2188.530029,2203.939941,2203.939941,140924800
2014-10-01,2204.010010,2224.679932,1980.530029,2214.699951,2214.699951,173261600
2014-11-01,2214.760010,2300.439941,2175.169922,2283.100098,2283.100098,111719300
2014-12-01,2282.389893,2293.550049,2034.469971,2160.080078,2160.080078,157637200
2015-01-01,2159.419922,2266.449951,2083.219971,2191.110107,2191.110107,160073300
2015-02-01,2192.219971,2499.469971,2184.399902,2495.209961,2495.209961,179583900
2015-03-01,2491.030029,2549.330078,2449.659912,2509.820068,2509.820068,180617400
2015-04-01,2509.389893,2663.389893,2495.590088,2586.330078,2586.330078,156589800
2015-05-01,2586.459961,2695.570068,2536.330078,2568.760010,2568.760010,215219100
2015-06-01,2568.909912,2615.570068,2380.729980,2411.770020,2411.770020,170879400
2015-07-01,2411.439941,2567.850098,2322.350098,2499.449951,2499.449951,132390800
2015-08-01,2499.409912,2507.879883,2173.870117,2325.110107,2325.110107,151547200
2015-09-01,2324.959961,2324.959961,2141.629883,2229.489990,2229.489990,175563400
2015-10-01,2229.510010,2491.840088,2219.580078,2420.659912,2420.659912,146828700
2015-11-01,2420.780029,2505.929932,2378.360107,2488.620117,2488.620117,152036900
2015-12-01,2488.070068,2515.090088,2290.370117,2396.939941,2396.939941,159932900
2016-01-01,2396.939941,2396.939941,2029.540039,2162.419922,2162.419922,185101400
2016-02-01,2162.909912,2181.729980,1929.729980,2154.340088,2154.340088,183063800
2016-03-01,2154.280029,2334.500000,2152.899902,2270.379883,2270.379883,198941900
2016-04-01,2270.570068,2361.489990,2205.560059,2329.419922,2329.419922,140887000
2016-05-01,2329.729980,2335.409912,2179.560059,2260.830078,2260.830078,111769800
2016-06-01,2260.959961,2266.300049,1981.930054,2095.959961,2095.959961,202486900
2016-07-01,2096.010010,2258.189941,1997.209961,2233.439941,2233.439941,139315000
2016-08-01,2234.100098,2345.870117,2166.580078,2314.379883,2314.379883,121166800
2016-09-01,2314.270020,2426.729980,2311.879883,2405.280029,2405.280029,156287000
2016-10-01,2405.600098,2511.679932,2378.439941,2473.750000,2473.750000,126131500
2016-11-01,2473.100098,2526.100098,2362.149902,2519.590088,2519.590088,141758900
2016-12-01,2518.739990,2659.260010,2488.770020,2618.429932,2618.429932,161839300
2017-01-01,2655.399902,2750.159912,2640.870117,2676.429932,2676.429932,191322600
2017-02-01,2676.209961,2824.969971,2676.209961,2746.500000,2746.500000,128957000
2017-03-01,2746.260010,2867.669922,2744.739990,2828.790039,2828.790039,224157400
2017-04-01,2829.060059,3015.010010,2808.530029,3010.179932,3010.179932,146643900
2017-05-01,3009.330078,3211.080078,2993.149902,3123.540039,3123.540039,173538100
2017-06-01,3126.060059,3212.500000,3051.189941,3106.659912,3106.659912,156969000
2017-07-01,3106.610107,3256.739990,3106.600098,3217.929932,3217.929932,109461300
2017-08-01,3218.989990,3285.000000,3144.370117,3232.830078,3232.830078,109834900
2017-09-01,3232.830078,3320.439941,3215.050049,3315.969971,3315.969971,111364300
2017-10-01,3315.969971,3432.600098,3302.649902,3406.090088,3406.090088,95632200
2017-11-01,3406.129883,3447.929932,3287.899902,3344.939941,3344.939941,113462000
2017-12-01,3344.689941,3444.709961,3273.949951,3420.139893,3420.139893,100481100
2018-01-01,3420.310059,3700.370117,3415.989990,3594.270020,3594.270020,108075400
2018-02-01,3593.709961,3644.479980,3297.189941,3476.040039,3476.040039,123402800
2018-03-01,3475.300049,3528.270020,3362.110107,3428.530029,3428.530029,148554800
2018-04-01,3427.729980,3519.510010,3348.689941,3468.469971,3468.469971,119229700
2018-05-01,3467.739990,3548.600098,3272.129883,3362.459961,3362.459961,104308000
2018-06-01,3361.379883,3403.080078,3188.449951,3255.959961,3255.959961,132520400
2018-07-01,3254.860107,3438.969971,3216.250000,3421.370117,3421.370117,70911400
2018-08-01,3424.120117,3469.120117,3237.149902,3299.750000,3299.750000,66352600
2018-09-01,3300.300049,3402.600098,3238.229980,3344.040039,3344.040039,69092700
2018-10-01,3347.340088,3419.929932,3032.649902,3161.090088,3161.090088,94931900
2018-11-01,3163.729980,3249.510010,3002.830078,3074.939941,3074.939941,88539100
2018-12-01,3074.139893,3149.520020,2674.709961,2745.780029,2745.780029,89639000
