Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,8410.099609,8421.000000,6950.899902,7670.399902,7670.399902,2440757000
2008-02-01,7729.700195,7888.500000,7278.100098,7533.899902,7533.899902,2159642900
2008-03-01,7402.899902,7460.399902,6769.799805,7224.299805,7224.299805,1958288100
2008-04-01,7221.200195,7707.399902,7107.000000,7529.000000,7529.000000,1763662800
2008-05-01,7583.000000,7785.200195,7363.899902,7511.299805,7511.299805,1495477600
2008-06-01,7549.500000,7612.069824,6799.029785,6958.509766,6958.509766,2166727200
2008-07-01,6935.859863,7188.620117,6422.850098,7141.209961,7141.209961,2501481900
2008-08-01,7141.209961,7358.540039,6980.089844,7238.740234,7238.740234,1626850100
2008-09-01,7182.209961,7343.069824,6343.430176,6654.890137,6654.890137,2904190000
2008-10-01,6743.259766,6911.959961,5265.859863,6153.209961,6153.209961,3143935300
2008-11-01,6227.169922,6419.040039,5034.410156,5816.600098,5816.600098,1796794200
2008-12-01,5788.060059,5910.040039,5389.750000,5534.529785,5534.529785,1380590300
2009-01-01,5534.529785,5881.470215,5194.609863,5290.049805,5290.049805,1638988400
2009-02-01,5251.009766,5259.149902,4608.819824,4690.669922,4690.669922,1907569900
2009-03-01,4576.770020,5006.919922,4234.959961,4927.430176,4927.430176,2116575400
2009-04-01,4933.750000,5285.770020,4837.020020,5225.919922,5225.919922,1724166000
2009-05-01,5225.919922,5546.240234,5219.060059,5349.740234,5349.740234,1520888400
2009-06-01,5349.740234,5532.509766,5269.459961,5403.970215,5403.970215,1506847600
2009-07-01,5431.140137,5978.040039,5204.779785,5950.689941,5950.689941,1376260800
2009-08-01,5954.660156,6262.290039,5860.770020,6217.120117,6217.120117,1486665000
2009-09-01,6249.759766,6394.649902,6036.100098,6323.180176,6323.180176,1327754500
2009-10-01,6332.819824,6473.649902,6108.310059,6285.759766,6285.759766,1447997300
2009-11-01,6256.439941,6445.169922,6146.089844,6260.950195,6260.950195,1300540700
2009-12-01,6308.169922,6615.549805,6308.169922,6545.910156,6545.910156,1047331000
2010-01-01,6578.450195,6666.450195,6386.040039,6440.720215,6440.720215,1482139800
2010-02-01,6408.680176,6735.439941,6240.240234,6710.990234,6710.990234,1606552200
2010-03-01,6756.339844,6943.529785,6744.970215,6873.370117,6873.370117,1391707400
2010-04-01,6876.939941,6990.700195,6555.859863,6616.819824,6616.819824,1316576100
2010-05-01,6604.149902,6641.240234,6029.160156,6312.600098,6312.600098,1558799800
2010-06-01,6295.149902,6534.850098,6107.959961,6128.060059,6128.060059,1287621200
2010-07-01,6042.149902,6364.720215,5934.950195,6200.779785,6200.779785,1210490200
2010-08-01,6243.669922,6409.750000,6047.160156,6180.890137,6180.890137,1017411600
2010-09-01,6206.279785,6503.120117,6196.640137,6296.330078,6296.330078,1187826600
2010-10-01,6295.770020,6537.350098,6228.330078,6472.229980,6472.229980,1082179400
2010-11-01,6500.430176,6639.000000,6308.009766,6312.430176,6312.430176,1167572600
2010-12-01,6334.720215,6618.439941,6334.720215,6436.040039,6436.040039,936771000
2011-01-01,6473.680176,6659.870117,6424.870117,6479.149902,6479.149902,1163022200
2011-02-01,6517.790039,6739.129883,6492.779785,6610.439941,6610.439941,1232639500
2011-03-01,6638.299805,6667.129883,6000.120117,6357.549805,6357.549805,1454271700
2011-04-01,6391.759766,6555.689941,6220.500000,6539.700195,6539.700195,1013024600
2011-05-01,6568.459961,6604.549805,6396.839844,6554.709961,6554.709961,1102991600
2011-06-01,6566.240234,6567.319824,5961.970215,6187.069824,6187.069824,1061345500
2011-07-01,6194.160156,6262.049805,5723.169922,5783.350098,5783.350098,1174463000
2011-08-01,5783.350098,5783.350098,4695.310059,5528.520020,5528.520020,1954869500
2011-09-01,5532.939941,5637.009766,5128.779785,5531.740234,5531.740234,1727847100
2011-10-01,5460.629883,5862.040039,5361.899902,5731.270020,5731.270020,1184289400
2011-11-01,5618.580078,5730.250000,5307.759766,5652.310059,5652.310059,1161440400
2011-12-01,5665.410156,5938.629883,5640.290039,5936.229980,5936.229980,886780200
2012-01-01,6020.629883,6213.319824,5962.229980,5970.490234,5970.490234,969339500
2012-02-01,5984.109863,6268.560059,5979.220215,6109.930176,6109.930176,1057010100
2012-03-01,6101.200195,6357.450195,6041.220215,6235.509766,6235.509766,1032508800
2012-04-01,6233.560059,6299.379883,6039.229980,6096.339844,6096.339844,966368500
2012-05-01,6096.339844,6171.970215,5766.419922,5849.899902,5849.899902,1057093100
2012-06-01,5866.200195,6074.370117,5712.129883,6066.859863,6066.859863,1023032300
2012-07-01,6082.810059,6417.910156,6078.729980,6399.270020,6399.270020,981280700
2012-08-01,6399.270020,6554.120117,6355.959961,6388.009766,6388.009766,770822800
2012-09-01,6376.549805,6620.100098,6355.830078,6495.879883,6495.879883,903646100
2012-10-01,6501.399902,6797.740234,6501.399902,6595.129883,6595.129883,933473200
2012-11-01,6572.819824,6848.200195,6508.520020,6820.600098,6820.600098,861046800
2012-12-01,6831.930176,7000.600098,6822.439941,6822.439941,6822.439941,635836700
2013-01-01,6822.439941,7495.830078,6822.439941,7390.859863,7390.859863,941859700
2013-02-01,7383.669922,7635.120117,7336.759766,7593.669922,7593.669922,908046200
2013-03-01,7577.990234,7874.209961,7548.729980,7813.669922,7813.669922,906973900
2013-04-01,7813.669922,7955.390137,7482.919922,7906.209961,7906.209961,1018638800
2013-05-01,7906.209961,8411.299805,7850.859863,7947.009766,7947.009766,906957900
2013-06-01,7816.459961,7914.200195,7247.250000,7683.040039,7683.040039,949769200
